Time (ms), Resistance (Ohms)
2440343,836.86
2441345,836.86
2442345,825.40
2443346,836.86
2444347,813.95
2445348,802.53
2446349,836.86
2447350,836.86
2448351,836.86
2449352,836.86
2450353,836.86
2451354,836.86
2452355,848.36
2453356,836.86
2454356,836.86
2455358,848.36
2456358,836.86
2457360,836.86
2458360,825.40
2459362,848.36
2460362,836.86
2461364,836.86
2462365,836.86
2463366,813.95
2464367,825.40
2465368,836.86
2466369,825.40
2467369,836.86
2468371,836.86
2469371,813.95
2470373,848.36
2471373,836.86
2472375,825.40
2473375,836.86
2474377,768.42
2475377,836.86
2476379,813.95
2477379,848.36
2478381,779.77
2479381,836.86
2480382,848.36
2481383,836.86
2482384,836.86
2483385,813.95
2484386,836.86
2485387,836.86
2486388,871.41
2487389,848.36
2488390,848.36
2489391,848.36
2490392,825.40
2491394,848.36
2492394,791.14
2493395,836.86
2494396,825.40
2495397,836.86
2496398,836.86
2497399,836.86
2498400,848.36
2499401,802.53
2500402,813.95
2501403,848.36
2502404,859.87
2503405,848.36
2504406,871.41
2505407,836.86
2506407,848.36
2507409,791.14
2508409,836.86
2509411,836.86
2510411,859.87
2511413,836.86
2512413,836.86
2513415,836.86
2514415,802.53
2515417,813.95
2516417,836.86
2517419,825.40
2518419,836.86
2519420,825.40
2520421,836.86
2521422,871.41
2522424,836.86
2523424,882.98
2524426,836.86
2525426,836.86
2526428,836.86
2527428,825.40
2528430,825.40
2529430,836.86
2530432,836.86
2531432,848.36
2532433,825.40
2533434,836.86
2534435,859.87
2535436,836.86
2536437,859.87
2537438,836.86
2538439,894.57
2539440,836.86
2540441,836.86
2541442,836.86
2542443,848.36
2543443,825.40
2544445,836.86
2545445,802.53
2546447,825.40
2547447,836.86
2548449,836.86
2549449,836.86
2550451,802.53
2551451,859.87
2552453,825.40
2553454,802.53
2554455,825.40
2555456,802.53
2556456,836.86
2557458,813.95
2558458,813.95
2559460,836.86
2560460,848.36
2561462,848.36
2562462,848.36
2563464,848.36
2564464,848.36
2565466,848.36
2566466,813.95
2567468,848.36
2568468,836.86
2569469,836.86
2570470,836.86
2571471,836.86
2572472,825.40
2573473,848.36
2574474,836.86
2575475,836.86
2576476,836.86
2577477,836.86
2578478,836.86
2579479,802.53
2580480,836.86
2581481,836.86
2582481,871.41
2583483,859.87
2584484,836.86
2585485,836.86
2586486,848.36
2587487,825.40
2588488,859.87
2589489,813.95
2590490,836.86
2591491,836.86
2592492,848.36
2593492,836.86
2594494,825.40
2595494,836.86
2596496,768.42
2597496,848.36
2598498,825.40
2599498,836.86
2600500,768.42
2601500,836.86
2602502,836.86
2603502,791.14
2604504,859.87
2605504,813.95
2606505,859.87
2607506,836.86
2608507,836.86
2609508,836.86
2610509,859.87
2611510,836.86
2612511,848.36
2613512,802.53
2614513,825.40
2615514,848.36
2616515,836.86
2617517,836.86
2618517,848.36
2619518,836.86
2620519,825.40
2621520,802.53
2622521,836.86
2623522,836.86
2624523,848.36
2625524,836.86
2626525,825.40
2627526,836.86
2628527,825.40
2629528,813.95
2630529,836.86
2631530,836.86
2632530,848.36
2633532,836.86
2634532,836.86
2635534,813.95
2636534,871.41
2637536,825.40
2638536,848.36
2639538,848.36
2640538,917.82
2641540,836.86
2642540,848.36
2643542,848.36
2644542,848.36
2645543,848.36
2646544,848.36
2647545,836.86
2648546,848.36
2649547,848.36
2650549,848.36
2651549,825.40
2652551,859.87
2653551,836.86
2654553,848.36
2655553,848.36
2656555,859.87
2657555,836.86
2658556,848.36
2659557,848.36
2660558,848.36
2661559,871.41
2662560,836.86
2663561,848.36
2664562,848.36
2665563,836.86
2666564,825.40
2667565,836.86
2668566,871.41
2669566,836.86
2670568,848.36
2671568,836.86
2672570,836.86
2673570,894.57
2674572,836.86
2675572,836.86
2676574,836.86
2677574,871.41
2678576,836.86
2679576,836.86
2680578,836.86
2681579,848.36
2682579,825.40
2683581,802.53
2684581,836.86
2685583,802.53
2686583,836.86
2687585,836.86
2688585,836.86
2689587,836.86
2690587,848.36
2691589,836.86
2692589,836.86
2693591,791.14
2694591,848.36
2695592,836.86
2696593,836.86
2697594,836.86
2698595,848.36
2699596,848.36
2700597,836.86
2701598,859.87
2702599,848.36
2703600,848.36
2704601,848.36
2705602,848.36
2706603,848.36
2707604,848.36
2708604,825.40
2709606,836.86
2710606,802.53
2711608,813.95
2712608,836.86
2713610,848.36
2714611,836.86
2715612,836.86
2716613,836.86
2717614,836.86
2718615,836.86
2719616,848.36
2720617,813.95
2721617,825.40
2722619,848.36
2723619,836.86
2724621,825.40
2725621,836.86
2726623,859.87
2727623,825.40
2728625,836.86
2729625,813.95
2730627,825.40
2731627,836.86
2732628,836.86
2733629,848.36
2734630,848.36
2735631,802.53
2736632,859.87
2737633,825.40
2738634,848.36
2739635,848.36
2740636,848.36
2741637,848.36
2742638,848.36
2743639,871.41
2744640,917.82
2745640,894.57
2746642,859.87
2747643,848.36
2748644,848.36
2749645,848.36
2750646,848.36
2751647,848.36
2752648,859.87
2753649,859.87
2754650,848.36
2755651,848.36
2756652,859.87
2757653,836.86
2758653,825.40
2759655,802.53
2760655,848.36
2761657,848.36
2762657,836.86
2763659,848.36
2764659,859.87
2765661,848.36
2766661,836.86
2767663,848.36
2768663,848.36
2769665,848.36
2770665,848.36
2771666,836.86
2772667,859.87
2773668,813.95
2774669,848.36
2775670,836.86
2776671,825.40
2777672,836.86
2778674,825.40
2779674,836.86
2780676,825.40
2781676,825.40
2782678,791.14
2783678,917.82
2784679,836.86
2785680,836.86
2786681,825.40
2787682,848.36
2788683,836.86
2789684,836.86
2790685,848.36
2791686,859.87
2792687,848.36
2793688,825.40
2794689,882.98
2795689,836.86
2796691,825.40
2797691,836.86
2798693,825.40
2799693,836.86
2800695,836.86
2801695,836.86
2802697,836.86
2803697,791.14
2804699,836.86
2805699,825.40
2806701,825.40
2807701,836.86
2808702,802.53
2809703,848.36
2810704,836.86
2811706,848.36
2812706,848.36
2813708,848.36
2814708,859.87
2815710,836.86
2816710,825.40
2817712,813.95
2818712,848.36
2819714,825.40
2820714,836.86
2821715,836.86
2822716,848.36
2823717,859.87
2824718,836.86
2825719,836.86
2826720,825.40
2827721,825.40
2828722,825.40
2829723,825.40
2830724,836.86
2831725,836.86
2832726,836.86
2833727,825.40
2834727,848.36
2835729,836.86
2836729,836.86
2837731,836.86
2838731,836.86
2839733,825.40
2840733,859.87
2841735,836.86
2842736,836.86
2843737,848.36
2844738,848.36
2845739,836.86
2846740,848.36
2847740,825.40
2848742,848.36
2849742,825.40
2850744,836.86
2851744,813.95
2852746,859.87
2853746,848.36
2854748,836.86
2855748,825.40
2856750,825.40
2857750,848.36
2858752,836.86
2859752,882.98
2860753,848.36
2861754,906.18
2862755,836.86
2863756,848.36
2864757,836.86
2865758,825.40
2866759,825.40
2867760,813.95
2868761,825.40
2869762,813.95
2870763,802.53
2871763,813.95
2872765,813.95
2873766,802.53
2874767,802.53
2875768,791.14
2876769,802.53
2877770,802.53
2878771,791.14
2879772,791.14
2880773,791.14
2881774,768.42
2882775,768.42
2883776,791.14
2884776,791.14
2885778,791.14
2886778,813.95
2887780,802.53
2888780,802.53
2889782,825.40
2890782,813.95
2891784,825.40
2892784,871.41
2893786,825.40
2894786,802.53
2895788,813.95
2896788,836.86
2897789,825.40
2898790,836.86
2899791,825.40
2900792,825.40
2901793,813.95
2902794,802.53
2903795,813.95
2904797,813.95
2905797,813.95
2906799,802.53
2907799,802.53
2908801,723.27
2909801,802.53
2910802,825.40
2911803,825.40
2912804,871.41
2913805,882.98
2914806,825.40
2915807,825.40
2916808,825.40
2917809,813.95
2918810,813.95
2919811,813.95
2920812,791.14
2921812,791.14
2922814,768.42
2923814,791.14
2924816,802.53
2925816,791.14
2926818,802.53
2927818,802.53
2928820,813.95
2929820,825.40
2930822,836.86
2931822,779.77
2932824,848.36
2933824,871.41
2934825,859.87
2935827,848.36
2936827,836.86
2937829,859.87
2938829,871.41
2939831,825.40
2940831,848.36
2941833,848.36
2942833,848.36
2943835,859.87
2944835,859.87
2945837,825.40
2946837,871.41
2947838,859.87
2948839,836.86
2949840,859.87
2950841,836.86
2951842,848.36
2952843,848.36
2953844,859.87
2954845,859.87
2955846,813.95
2956847,906.18
2957848,848.36
2958849,802.53
2959850,836.86
2960850,859.87
2961852,848.36
2962852,848.36
2963854,836.86
2964854,836.86
2965856,802.53
2966856,836.86
2967858,836.86
2968859,871.41
2969860,917.82
2970861,882.98
2971862,859.87
2972863,859.87
2973863,859.87
2974865,836.86
2975865,859.87
2976867,871.41
2977867,859.87
2978869,906.18
2979869,848.36
2980871,871.41
2981871,882.98
2982873,882.98
2983873,859.87
2984875,779.77
2985875,859.87
2986876,871.41
2987877,882.98
2988878,871.41
2989879,859.87
2990880,882.98
2991881,882.98
2992882,836.86
2993883,871.41
2994884,906.18
2995885,859.87
2996886,859.87
2997886,848.36
2998888,791.14
2999889,848.36
3000890,848.36
3001891,848.36
3002892,825.40
3003893,836.86
3004894,825.40
3005895,836.86
3006896,848.36
3007897,882.98
3008898,836.86
3009899,825.40
3010899,836.86
3011901,825.40
3012901,825.40
3013903,825.40
3014903,836.86
3015905,836.86
3016905,836.86
3017907,791.14
3018907,825.40
3019909,825.40
3020909,836.86
3021911,825.40
3022911,825.40
3023912,813.95
3024913,825.40
3025914,836.86
3026915,836.86
3027916,825.40
3028917,825.40
3029918,825.40
3030920,825.40
3031920,836.86
3032922,813.95
3033922,825.40
3034924,813.95
3035924,825.40
3036925,825.40
3037926,802.53
3038927,813.95
3039928,825.40
3040929,802.53
3041930,813.95
3042931,825.40
3043932,813.95
3044933,813.95
3045934,791.14
3046935,894.57
3047936,802.53
3048937,802.53
3049937,813.95
3050939,813.95
3051939,768.42
3052941,813.95
3053941,813.95
3054943,768.42
3055943,779.77
3056945,813.95
3057945,825.40
3058947,802.53
3059948,802.53
3060948,757.10
3061950,813.95
3062950,813.95
3063952,813.95
3064952,813.95
3065954,871.41
3066954,802.53
3067956,825.40
3068956,802.53
3069958,825.40
3070958,859.87
3071960,813.95
3072960,825.40
3073961,813.95
3074962,825.40
3075963,802.53
3076964,802.53
3077965,791.14
3078966,802.53
3079967,836.86
3080968,802.53
3081969,802.53
3082970,768.42
3083971,779.77
3084972,848.36
3085973,825.40
3086973,836.86
3087975,836.86
3088975,768.42
3089977,848.36
3090978,836.86
3091979,825.40
3092980,848.36
3093981,848.36
3094982,871.41
3095983,836.86
3096984,848.36
3097985,859.87
3098986,848.36
3099986,859.87
3100988,825.40
3101988,813.95
3102990,802.53
3103990,779.77
3104992,813.95
3105992,813.95
3106994,825.40
3107994,813.95
3108996,825.40
3109996,825.40
3110998,836.86
3111998,825.40
3112999,836.86
3114000,848.36
3115001,791.14
3116002,825.40
3117003,825.40
3118004,825.40
3119005,836.86
3120006,779.77
3121007,813.95
3122009,813.95
3123009,802.53
3124011,836.86
3125011,802.53
3126012,802.53
3127013,813.95
3128014,802.53
3129015,802.53
3130016,779.77
3131017,802.53
3132018,813.95
3133019,813.95
3134020,825.40
3135021,802.53
3136022,802.53
3137022,825.40
3138024,825.40
3139024,813.95
3140026,836.86
3141026,836.86
3142028,848.36
3143028,848.36
3144030,859.87
3145030,848.36
3146032,848.36
3147032,848.36
3148034,848.36
3149034,825.40
3150035,848.36
3151036,813.95
3152037,825.40
3153039,825.40
3154039,825.40
3155041,836.86
3156041,779.77
3157043,802.53
3158043,802.53
3159045,768.42
3160045,813.95
3161047,813.95
3162047,791.14
3163048,813.95
3164049,813.95
3165050,802.53
3166051,825.40
3167052,859.87
3168053,825.40
3169054,813.95
3170055,848.36
3171056,859.87
3172057,825.40
3173058,836.86
3174059,825.40
3175060,813.95
3176060,802.53
3177062,813.95
3178062,859.87
3179064,802.53
3180064,813.95
3181066,802.53
3182066,802.53
3183068,791.14
3184069,802.53
3185070,779.77
3186071,779.77
3187072,768.42
3188073,791.14
3189073,791.14
3190075,791.14
3191075,757.10
3192077,779.77
3193077,802.53
3194079,802.53
3195079,825.40
3196081,802.53
3197081,813.95
3198083,802.53
3199083,802.53
3200084,802.53
3201085,825.40
3202086,825.40
3203087,859.87
3204088,825.40
3205089,791.14
3206090,825.40
3207091,836.86
3208092,836.86
3209093,871.41
3210094,836.86
3211096,825.40
3212096,825.40
3213097,825.40
3214098,825.40
3215099,825.40
3216100,859.87
3217101,802.53
3218102,825.40
3219103,813.95
3220104,813.95
3221105,825.40
3222106,813.95
3223107,825.40
3224108,791.14
3225109,825.40
3226109,825.40
3227111,825.40
3228111,825.40
3229113,871.41
3230113,929.49
3231115,836.86
3232115,836.86
3233117,813.95
3234117,836.86
3235119,825.40
3236119,848.36
3237121,836.86
3238121,825.40
3239122,802.53
3240123,802.53
3241124,802.53
3242126,813.95
3243126,836.86
3244128,791.14
3245128,836.86
3246130,813.95
3247130,836.86
3248132,836.86
3249132,825.40
3250134,836.86
3251134,917.82
3252135,848.36
3253136,802.53
3254137,825.40
3255138,825.40
3256139,802.53
3257140,813.95
3258141,802.53
3259142,791.14
3260143,802.53
3261144,802.53
3262145,813.95
3263145,791.14
3264147,802.53
3265147,813.95
3266149,813.95
3267149,802.53
3268151,802.53
3269151,825.40
3270153,802.53
3271154,813.95
3272155,802.53
3273156,768.42
3274157,802.53
3275158,802.53
3276158,791.14
3277160,802.53
3278160,791.14
3279162,802.53
3280162,791.14
3281164,802.53
3282164,779.77
3283166,779.77
3284166,791.14
3285168,779.77
3286168,779.77
3287170,779.77
3288170,779.77
3289171,779.77
3290172,791.14
3291173,791.14
3292174,802.53
3293175,802.53
3294176,779.77
3295177,825.40
3296178,791.14
3297179,836.86
3298180,825.40
3299181,825.40
3300182,836.86
3301183,825.40
3302184,836.86
3303185,825.40
3304186,859.87
3305187,825.40
3306188,813.95
3307189,802.53
3308190,802.53
3309191,825.40
3310192,836.86
3311193,791.14
3312194,825.40
3313195,836.86
3314196,882.98
3315196,802.53
3316198,836.86
3317198,894.57
3318200,836.86
3319200,825.40
3320202,836.86
3321202,836.86
3322204,848.36
3323204,836.86
3324206,848.36
3325206,813.95
3326208,813.95
3327208,779.77
3328209,813.95
3329210,813.95
3330211,802.53
3331212,825.40
3332213,825.40
3333215,825.40
3334215,836.86
3335217,848.36
3336217,848.36
3337219,813.95
3338219,836.86
3339220,836.86
3340221,825.40
3341222,848.36
3342223,848.36
3343224,848.36
3344225,871.41
3345226,848.36
3346227,848.36
3347228,836.86
3348229,802.53
3349230,859.87
3350231,929.49
3351232,859.87
3352232,813.95
3353234,848.36
3354234,848.36
3355236,859.87
3356236,836.86
3357238,836.86
3358238,836.86
3359240,882.98
3360240,836.86
3361242,768.42
3362242,813.95
3363244,768.42
3364244,848.36
3365245,836.86
3366247,825.40
3367247,848.36
3368249,825.40
3369249,848.36
3370251,813.95
3371251,894.57
3372253,813.95
3373253,859.87
3374255,836.86
3375255,825.40
3376257,825.40
3377257,848.36
3378258,848.36
3379259,848.36
3380260,848.36
3381261,859.87
3382262,848.36
3383263,882.98
3384264,825.40
3385265,859.87
3386266,859.87
3387267,848.36
3388268,848.36
3389268,848.36
3390270,836.86
3391270,836.86
3392272,836.86
3393272,825.40
3394274,859.87
3395274,848.36
3396276,848.36
3397276,836.86
3398278,848.36
3399279,848.36
3400280,836.86
3401281,836.86
3402281,894.57
3403283,802.53
3404283,825.40
3405285,768.42
3406285,791.14
3407287,802.53
3408287,813.95
3409289,825.40
3410289,825.40
3411291,825.40
3412291,836.86
3413293,836.86
3414293,825.40
3415294,802.53
3416295,836.86
3417296,836.86
3418297,836.86
3419298,836.86
3420299,836.86
3421300,825.40
3422301,836.86
3423302,836.86
3424303,848.36
3425304,836.86
3426305,791.14
3427306,825.40
3428306,825.40
3429308,813.95
3430309,802.53
3431310,813.95
3432311,825.40
3433312,871.41
3434313,779.77
3435314,848.36
3436315,825.40
3437316,802.53
3438317,813.95
3439318,825.40
3440319,813.95
3441319,813.95
3442321,791.14
3443321,859.87
3444323,802.53
3445323,813.95
3446325,825.40
3447325,836.86
3448327,813.95
3449327,813.95
3450329,813.95
3451329,802.53
3452331,813.95
3453331,802.53
3454332,802.53
3455333,813.95
3456334,813.95
3457335,813.95
3458336,825.40
3459337,802.53
3460338,802.53
3461340,882.98
3462340,791.14
3463342,825.40
3464342,848.36
3465344,825.40
3466344,825.40
3467345,813.95
3468346,802.53
3469347,813.95
3470348,848.36
3471349,825.40
3472350,791.14
3473351,813.95
3474352,813.95
3475353,825.40
3476354,802.53
3477355,825.40
3478355,802.53
3479357,825.40
3480357,825.40
3481359,825.40
3482359,825.40
3483361,825.40
3484361,825.40
3485363,813.95
3486363,802.53
3487365,813.95
3488365,813.95
3489367,768.42
3490367,802.53
3491368,813.95
3492369,813.95
3493370,813.95
3494372,825.40
3495372,802.53
3496374,791.14
3497374,791.14
3498376,802.53
3499376,802.53
3500378,791.14
3501378,791.14
3502380,791.14
3503380,791.14
3504381,802.53
3505382,802.53
3506383,825.40
3507384,825.40
3508385,825.40
3509386,825.40
3510387,813.95
3511388,825.40
3512389,836.86
3513390,836.86
3514391,813.95
3515392,779.77
3516393,813.95
3517393,825.40
3518395,825.40
3519395,836.86
3520397,813.95
3521397,825.40
3522399,825.40
3523399,813.95
3524401,802.53
3525402,802.53
3526403,802.53
3527404,768.42
3528404,791.14
3529406,791.14
3530406,791.14
3531408,791.14
3532408,791.14
3533410,802.53
3534410,802.53
3535412,768.42
3536412,779.77
3537414,802.53
3538414,813.95
3539416,813.95
3540416,791.14
3541417,768.42
3542418,779.77
3543419,791.14
3544420,779.77
3545421,802.53
3546422,779.77
3547423,802.53
3548424,802.53
3549425,813.95
3550426,813.95
3551427,813.95
3552428,825.40
3553429,848.36
3554430,825.40
3555431,779.77
3556432,813.95
3557433,813.95
3558434,802.53
3559435,813.95
3560436,802.53
3561437,859.87
3562438,825.40
3563439,813.95
3564440,802.53
3565441,802.53
3566442,802.53
3567442,802.53
3568444,813.95
3569444,813.95
3570446,802.53
3571446,802.53
3572448,768.42
3573448,813.95
3574450,813.95
3575450,802.53
3576452,871.41
3577452,813.95
3578454,802.53
3579454,802.53
3580455,813.95
3581456,825.40
3582457,825.40
3583458,813.95
3584459,813.95
3585461,825.40
3586461,802.53
3587463,859.87
3588463,836.86
3589465,825.40
3590465,848.36
3591467,836.86
3592467,859.87
3593468,836.86
3594469,825.40
3595470,825.40
3596471,802.53
3597472,813.95
3598473,802.53
3599474,825.40
3600475,813.95
3601476,779.77
3602477,791.14
3603478,848.36
3604478,825.40
3605480,825.40
3606480,768.42
3607482,813.95
3608482,757.10
3609484,813.95
3610484,813.95
3611486,802.53
3612486,791.14
3613488,825.40
3614488,802.53
3615490,802.53
3616490,813.95
3617491,802.53
3618493,802.53
3619493,802.53
3620495,802.53
3621495,779.77
3622497,813.95
3623497,779.77
3624499,813.95
3625499,802.53
3626501,813.95
3627501,825.40
3628503,825.40
3629503,825.40
3630504,813.95
3631505,836.86
3632506,836.86
3633507,825.40
3634508,813.95
3635509,813.95
3636510,802.53
